programme_id,programme_entry_date,programme_rss_link,podcast_title,podcast_date,podcast_duration,audio_podcast_link,transcript
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 05/05,"Fri, 5 May 2023 09:01:12 +0000",00:06:28,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/9c014bb9-0290-42c1-b43f-aea7cd055e90/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=9c014bb9-0290-42c1-b43f-aea7cd055e90&category=News&episode_published_at=2023-05-05T09%3A01%3A12&episode_title=Le+quiz+des+GG+-+05%2F05&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 04/05,"Thu, 4 May 2023 09:03:24 +0000",00:04:52,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/8b24660a-8521-49fa-945a-5fa4a112a558/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=8b24660a-8521-49fa-945a-5fa4a112a558&category=News&episode_published_at=2023-05-04T09%3A03%3A24&episode_title=Le+quiz+des+GG+-+04%2F05&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 03/05,"Wed, 3 May 2023 08:58:41 +0000",00:07:29,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/c15b14f4-87d1-4932-9c70-55feddfaea62/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=c15b14f4-87d1-4932-9c70-55feddfaea62&category=News&episode_published_at=2023-05-03T08%3A58%3A41&episode_title=Le+quiz+des+GG+-+03%2F05&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 02/05,"Tue, 2 May 2023 09:00:01 +0000",00:05:59,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/85ec565f-58a4-4334-b2e1-129525b0efe8/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=85ec565f-58a4-4334-b2e1-129525b0efe8&category=News&episode_published_at=2023-05-02T09%3A00%3A01&episode_title=Le+quiz+des+GG+-+02%2F05&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 01/05,"Mon, 1 May 2023 08:58:30 +0000",00:08:02,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/3bf4a724-498c-46bc-bc39-60434f160bec/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=3bf4a724-498c-46bc-bc39-60434f160bec&category=News&episode_published_at=2023-05-01T08%3A58%3A30&episode_title=Le+quiz+des+GG+-+01%2F05&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 28/04,"Fri, 28 Apr 2023 08:59:02 +0000",00:05:14,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/999aee4f-b27f-48c5-a39d-8b0822d94487/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=999aee4f-b27f-48c5-a39d-8b0822d94487&category=News&episode_published_at=2023-04-28T08%3A59%3A02&episode_title=Le+quiz+des+GG+-+28%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 27/04,"Thu, 27 Apr 2023 08:59:51 +0000",00:05:42,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/e5f73120-5bf9-421e-af18-26a7989aac5b/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=e5f73120-5bf9-421e-af18-26a7989aac5b&category=News&episode_published_at=2023-04-27T08%3A59%3A51&episode_title=Le+quiz+des+GG+-+27%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 26/04,"Wed, 26 Apr 2023 08:57:10 +0000",00:07:29,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/405d66a8-e12f-46e1-a21a-1d67502dc4a8/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=405d66a8-e12f-46e1-a21a-1d67502dc4a8&category=News&episode_published_at=2023-04-26T08%3A57%3A10&episode_title=Le+quiz+des+GG+-+26%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 25/04,"Tue, 25 Apr 2023 09:01:40 +0000",00:07:56,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/ee95d74e-fa67-4992-90b8-f5359a9d43fa/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=ee95d74e-fa67-4992-90b8-f5359a9d43fa&category=News&episode_published_at=2023-04-25T09%3A01%3A40&episode_title=Le+quiz+des+GG+-+25%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 24/04,"Mon, 24 Apr 2023 09:03:42 +0000",00:07:09,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/83f3625e-8a47-40f9-bec8-a50a267eb86f/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=83f3625e-8a47-40f9-bec8-a50a267eb86f&category=News&episode_published_at=2023-04-24T09%3A03%3A42&episode_title=Le+quiz+des+GG+-+24%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 21/04,"Fri, 21 Apr 2023 08:56:50 +0000",00:06:36,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/bc2362b6-5009-4d60-aaa3-a0a360b5fd6d/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=bc2362b6-5009-4d60-aaa3-a0a360b5fd6d&category=News&episode_published_at=2023-04-21T08%3A56%3A50&episode_title=Le+quiz+des+GG+-+21%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 20/04,"Thu, 20 Apr 2023 08:58:22 +0000",00:06:29,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/d9cd5b8e-38da-46d5-a928-c4e9c11f8d7d/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=d9cd5b8e-38da-46d5-a928-c4e9c11f8d7d&category=News&episode_published_at=2023-04-20T08%3A58%3A22&episode_title=Le+quiz+des+GG+-+20%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 19/04,"Wed, 19 Apr 2023 08:58:12 +0000",00:04:59,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/d90c71ac-9e69-433a-8541-ff8ad53723d1/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=d90c71ac-9e69-433a-8541-ff8ad53723d1&category=News&episode_published_at=2023-04-19T08%3A58%3A12&episode_title=Le+quiz+des+GG+-+19%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 18/04,"Tue, 18 Apr 2023 08:57:11 +0000",00:06:35,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/4b0db987-005e-44fb-9f81-de4888b24942/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=4b0db987-005e-44fb-9f81-de4888b24942&category=News&episode_published_at=2023-04-18T08%3A57%3A11&episode_title=Le+quiz+des+GG+-+18%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 17/04,"Mon, 17 Apr 2023 08:58:13 +0000",00:06:25,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/361efba9-f4ed-44ac-bb01-9ddd8f6ef442/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=361efba9-f4ed-44ac-bb01-9ddd8f6ef442&category=News&episode_published_at=2023-04-17T08%3A58%3A13&episode_title=Le+quiz+des+GG+-+17%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 14/04,"Fri, 14 Apr 2023 09:01:51 +0000",00:07:25,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/f946988a-9f34-4621-9cc9-9de95f698c82/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=f946988a-9f34-4621-9cc9-9de95f698c82&category=News&episode_published_at=2023-04-14T09%3A01%3A51&episode_title=Le+quiz+des+GG+-+14%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 13/04,"Thu, 13 Apr 2023 09:00:44 +0000",00:06:08,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/bd5ae703-5608-4930-917d-e4e3d0bee6d6/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=bd5ae703-5608-4930-917d-e4e3d0bee6d6&category=News&episode_published_at=2023-04-13T09%3A00%3A44&episode_title=Le+quiz+des+GG+-+13%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 12/04,"Wed, 12 Apr 2023 09:00:51 +0000",00:06:35,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/382d7551-d998-4018-862f-c1d84be5910f/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=382d7551-d998-4018-862f-c1d84be5910f&category=News&episode_published_at=2023-04-12T09%3A00%3A51&episode_title=Le+quiz+des+GG+-+12%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 11/04,"Tue, 11 Apr 2023 09:00:14 +0000",00:05:31,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/1ef740f2-6549-4589-abf4-bae05cbb5e63/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=1ef740f2-6549-4589-abf4-bae05cbb5e63&category=News&episode_published_at=2023-04-11T09%3A00%3A14&episode_title=Le+quiz+des+GG+-+11%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 10/04,"Mon, 10 Apr 2023 09:01:02 +0000",00:07:24,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/7a414a0b-da9c-4dbc-b53d-d8831c443fe0/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=7a414a0b-da9c-4dbc-b53d-d8831c443fe0&category=News&episode_published_at=2023-04-10T09%3A01%3A02&episode_title=Le+quiz+des+GG+-+10%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 07/04,"Fri, 7 Apr 2023 08:58:23 +0000",00:05:40,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/f6bd5a8c-35ba-42f0-988f-eee579955deb/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=f6bd5a8c-35ba-42f0-988f-eee579955deb&category=News&episode_published_at=2023-04-07T08%3A58%3A23&episode_title=Le+quiz+des+GG+-+07%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 06/04,"Thu, 6 Apr 2023 08:58:21 +0000",00:05:52,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/8dedadbf-05d0-4002-ab03-322225e2e51f/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=8dedadbf-05d0-4002-ab03-322225e2e51f&category=News&episode_published_at=2023-04-06T08%3A58%3A21&episode_title=Le+quiz+des+GG+-+06%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 05/04,"Wed, 5 Apr 2023 08:58:00 +0000",00:06:38,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/2fdfda01-a8d4-496a-9e61-1e175b2df9cb/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=2fdfda01-a8d4-496a-9e61-1e175b2df9cb&category=News&episode_published_at=2023-04-05T08%3A58%3A00&episode_title=Le+quiz+des+GG+-+05%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 04/04,"Tue, 4 Apr 2023 08:57:32 +0000",00:06:32,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/761ff4e7-80cb-4ecf-8afa-d769067b343c/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=761ff4e7-80cb-4ecf-8afa-d769067b343c&category=News&episode_published_at=2023-04-04T08%3A57%3A32&episode_title=Le+quiz+des+GG+-+04%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 03/04,"Mon, 3 Apr 2023 08:58:02 +0000",00:06:39,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/30e8582a-c9c0-41d2-829a-34b431c97e94/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=30e8582a-c9c0-41d2-829a-34b431c97e94&category=News&episode_published_at=2023-04-03T08%3A58%3A02&episode_title=Le+quiz+des+GG+-+03%2F04&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 31/03,"Fri, 31 Mar 2023 08:58:03 +0000",00:07:01,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/86bd9965-59a4-4902-bded-d13b1dd6b82d/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=86bd9965-59a4-4902-bded-d13b1dd6b82d&category=News&episode_published_at=2023-03-31T08%3A58%3A03&episode_title=Le+quiz+des+GG+-+31%2F03&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 30/03,"Thu, 30 Mar 2023 09:00:22 +0000",00:06:17,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/79af76b3-afb2-4ad1-b79a-94886c08d75d/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=79af76b3-afb2-4ad1-b79a-94886c08d75d&category=News&episode_published_at=2023-03-30T09%3A00%3A22&episode_title=Le+quiz+des+GG+-+30%2F03&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 29/03,"Wed, 29 Mar 2023 08:57:32 +0000",00:05:39,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/13dc4818-0798-4c1c-8e5f-d39842f1312d/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=13dc4818-0798-4c1c-8e5f-d39842f1312d&category=News&episode_published_at=2023-03-29T08%3A57%3A32&episode_title=Le+quiz+des+GG+-+29%2F03&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
RMC__Le_grand_oral_des_GG,2020-07-30,http://podcast.rmc.fr/channel49/RMCInfochannel49.xml,Le quiz des GG - 28/03,"Tue, 28 Mar 2023 08:59:56 +0000",00:05:16,https://altice.simplecastaudio.com/42fbea50-51c2-494a-99ff-d5d19181fa59/episodes/78de2c46-b52b-4b2b-80b9-425a531e2338/audio/128/default.mp3?aid=rss_feed&awCollectionId=42fbea50-51c2-494a-99ff-d5d19181fa59&awEpisodeId=78de2c46-b52b-4b2b-80b9-425a531e2338&category=News&episode_published_at=2023-03-28T08%3A59%3A56&episode_title=Le+quiz+des+GG+-+28%2F03&feed=zhqTts_x&network=243043218706&podcast_title=Le+quiz+des+GG,
